CLIENT_IP,CLIENT_CITY,CLIENT_REGION,CLIENT_COUNTRY,ISP,CLIENT_LATITUDE,CLIENT_LONGITUDE,TEST_DATE,SERVER_NAME,DOWNLOAD_KBPS,UPLOAD_KBPS,LATENCY,CLIENT_BROWSER,CLIENT_OPERATING_SYSTEM,USER_AGENT
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 00:01:12 GMT",Turin,60459,34220,11,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
95.237.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 00:01:50 GMT",Turin,19946,20602,17,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 00:03:00 GMT",Turin,67605,36320,10,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 00:06:42 GMT",Turin,65762,38297,11,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 00:10:14 GMT",Turin,60814,36888,10,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 00:11:40 GMT",Turin,62622,35519,10,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 00:12:55 GMT",Turin,65309,34910,11,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
95.210.*.*,Turin,12,Italy,"Skylogic S.p.A.",45.0705,7.6868,"1/1/2016 00:18:31 GMT",Turin,7128,855,720,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
213.254.*.*,Aramengo,12,Italy,"IT.Gate S.p.A.",45.1009,8,"1/1/2016 00:21:10 GMT",Turin,5809,966,8,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.33.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 00:23:03 GMT",Turin,5086,498,38,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.52.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 00:26:23 GMT",Turin,48474,10237,16,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
79.40.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 00:32:03 GMT",Turin,6615,549,29,"Chrome 46.0.2490.80","Linux ","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.80 Safari/537.36"
95.232.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 00:33:35 GMT",Turin,9426,2888,15,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.232.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 00:34:21 GMT",Turin,14562,2916,15,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.24.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 00:37:03 GMT",Turin,1459,317,58,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
79.37.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 00:46:56 GMT",Turin,80754,20200,17,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.24.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 00:47:39 GMT",Turin,1403,332,45,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
79.40.*.*,Almese,12,Italy,"Telecom Italia",45.1167,7.3833,"1/1/2016 00:48:18 GMT",Turin,5571,891,629,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.40.*.*,Almese,12,Italy,"Telecom Italia",45.1167,7.3833,"1/1/2016 00:49:26 GMT",Turin,2765,222,100,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 00:52:48 GMT",Turin,27327,3018,27,"Chrome 46.0.2486.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586"
80.180.*.*,Bibiana,12,Italy,"Telecom Italia",44.7989,7.2882,"1/1/2016 00:54:42 GMT",Turin,6906,421,47,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 01:03:30 GMT",Turin,66823,39040,10,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 01:04:10 GMT",Turin,64077,35964,10,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
87.9.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 01:11:41 GMT",Turin,2323,358,50,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.241.*.*,Asti,12,Italy,"Telecom Italia Business",44.9016,8.2075,"1/1/2016 01:14:06 GMT",Turin,11464,614,35,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
84.221.*.*,Turin,12,Italy,"Tiscali SpA",45.0705,7.6868,"1/1/2016 01:20:32 GMT",Turin,17343,826,28,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
80.116.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 01:29:00 GMT",Turin,28501,2959,17,"Firefox 42.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
80.116.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 01:34:44 GMT",Turin,15080,10196,13,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.38.*.*,Asti,12,Italy,Fastweb,44.9016,8.2075,"1/1/2016 01:38:53 GMT",Turin,20206,10066,26,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.39.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 01:52:24 GMT",Turin,69974,9645,9,"Firefox 38.0","Linux ","Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0"
80.116.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 02:01:09 GMT",Turin,63833,20493,18,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.25.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 02:14:07 GMT",Turin,28665,2979,17,"Chrome 47.0.2526.106","Windows Vista","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
151.33.*.*,Turin,12,Italy,"Wind Telecomunicazioni",45.0705,7.6868,"1/1/2016 02:40:32 GMT",Turin,10328,662,23,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
178.239.*.*,Varese,09,Italy,"ENTER S.r.l.",45.7908,8.8515,"1/1/2016 03:27:28 GMT",Turin,30408,3136,175,"Firefox 41.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0"
79.62.*.*,Aosta,19,Italy,"Telecom Italia Business",45.7376,7.3172,"1/1/2016 03:33:31 GMT",Turin,34064,10175,32,"Safari 6.2.8","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/6.2.8 Safari/537.85.17"
93.38.*.*,Asti,12,Italy,Fastweb,44.9016,8.2075,"1/1/2016 03:46:03 GMT",Turin,27905,9250,27,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
193.105.*.*,,12,Italy,"Elsynet S.r.l.",45.05,7.6667,"1/1/2016 04:10:20 GMT",Turin,3255,417,14,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.38.*.*,Alessandria,12,Italy,Fastweb,44.9,8.6167,"1/1/2016 04:11:51 GMT",Turin,20239,10224,29,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.0.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 05:10:04 GMT",Turin,7363,755,29,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.38.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 05:21:16 GMT",Turin,419320,634915,151,"Chrome 30.0.1599.114","Linux ","Mozilla/5.0 (X11; U; Linux x86_64; it-it) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.3.0.1852AP"
94.100.*.*,Giarole,12,Italy,"LAN SERVICE s.r.l.",45.0615,8.5673,"1/1/2016 06:04:17 GMT",Turin,6820,998,18,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
95.232.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 06:14:10 GMT",Turin,37141,10329,15,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
80.116.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 06:41:28 GMT",Turin,4431,241,38,"Internet Explorer 9.0","Windows Vista","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)"
93.38.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 06:45:23 GMT",Turin,34961,8845,7,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
2.225.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 06:48:43 GMT",Turin,93381,9701,6,"Chrome 46.0.2486.0","Windows ","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586"
2.225.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 06:49:31 GMT",Turin,91164,9536,7,"Chrome 46.0.2486.0","Windows ","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586"
79.24.*.*,"Casale Monferrato",12,Italy,"Telecom Italia",45.1334,8.4525,"1/1/2016 06:58:07 GMT",Turin,6730,380,52,"Firefox 44.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0"
79.24.*.*,"Casale Monferrato",12,Italy,"Telecom Italia",45.1334,8.4525,"1/1/2016 06:58:54 GMT",Turin,6726,372,48,"Firefox 44.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0"
93.38.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 07:07:13 GMT",Turin,55741,9982,24,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.38.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 07:09:45 GMT",Turin,47568,10021,24,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Rubiana,12,Italy,"PSA S.r.l.",45.1333,7.3833,"1/1/2016 07:16:43 GMT",Turin,38608,39188,14,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Rubiana,12,Italy,"PSA S.r.l.",45.1333,7.3833,"1/1/2016 07:21:07 GMT",Turin,3264,3007,31,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/537.86.3"
95.244.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 07:28:54 GMT",Turin,5147,423,35,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
95.244.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 07:30:04 GMT",Turin,28673,2836,12,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
176.32.*.*,,,Italy,"Linkem spa",43.1479,12.1097,"1/1/2016 07:35:35 GMT",Turin,19044,1914,45,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.48.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 07:53:59 GMT",Turin,63814,10038,22,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
95.232.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 07:59:02 GMT",Turin,13005,1047,31,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 08:05:04 GMT",Turin,12613,776,27,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
178.249.*.*,Asti,12,Italy,"Iccom S.r.l.",44.9016,8.2075,"1/1/2016 08:12:02 GMT",Turin,4366,4385,11,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
178.249.*.*,Asti,12,Italy,"Iccom S.r.l.",44.9016,8.2075,"1/1/2016 08:12:51 GMT",Turin,4385,2662,12,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
80.116.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 08:22:22 GMT",Turin,6765,389,34,"Internet Explorer 9.0","Windows Vista","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)"
79.24.*.*,"Casale Monferrato",12,Italy,"Telecom Italia",45.1334,8.4525,"1/1/2016 08:27:17 GMT",Turin,2928,179,769,"Firefox 44.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0"
93.88.*.*,Airasca,12,Italy,"ENTER S.r.l.",44.9172,7.4832,"1/1/2016 08:27:54 GMT",Turin,8497,743,33,"Firefox 43.0","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:43.0) Gecko/20100101 Firefox/43.0"
79.24.*.*,"Casale Monferrato",12,Italy,"Telecom Italia",45.1334,8.4525,"1/1/2016 08:30:32 GMT",Turin,4811,37,258,"Firefox 44.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0"
93.38.*.*,,,Italy,Fastweb,43.1479,12.1097,"1/1/2016 08:32:49 GMT",Turin,2094,716,32,"Safari 9.0.3","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.2 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.2"
79.24.*.*,"Casale Monferrato",12,Italy,"Telecom Italia",45.1334,8.4525,"1/1/2016 08:33:19 GMT",Turin,4114,77,109,"Firefox 44.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0"
79.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 08:33:34 GMT",Turin,5242,731,32,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
79.24.*.*,"Casale Monferrato",12,Italy,"Telecom Italia",45.1334,8.4525,"1/1/2016 08:36:53 GMT",Turin,5449,67,198,"Firefox 44.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 08:39:29 GMT",Turin,3285,474,50,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.237.*.*,Valpelline,19,Italy,"Telecom Italia",45.8333,7.3333,"1/1/2016 08:41:07 GMT",Turin,5351,408,20,"Opera 34.0.2036.25","Windows ","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.73 Safari/537.36 OPR/34.0.2036.25"
79.24.*.*,"Casale Monferrato",12,Italy,"Telecom Italia",45.1334,8.4525,"1/1/2016 08:41:27 GMT",Turin,4845,33,150,"Firefox 44.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0"
95.244.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 08:43:54 GMT",Turin,32846,20228,15,"Chrome 47.0.2526.106","Linux ","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2.235.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 08:44:36 GMT",Turin,6793,540,61,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
95.225.*.*,Turin,12,Italy,"Telecom Italia Business",45.0705,7.6868,"1/1/2016 08:48:14 GMT",Turin,18780,866,30,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
95.244.*.*,Airasca,12,Italy,"Telecom Italia",44.9172,7.4832,"1/1/2016 08:50:08 GMT",Turin,9367,728,31,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
95.140.*.*,Pessinetto,12,Italy,"ERRE ELLE NET S.A.S. Di Fausto Leonardi & C.",45.2833,7.4,"1/1/2016 08:51:19 GMT",Turin,6549,1760,20,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
188.152.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 08:51:40 GMT",Turin,27683,2942,32,"Firefox 43.0","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:43.0) Gecko/20100101 Firefox/43.0"
93.38.*.*,Alessandria,12,Italy,Fastweb,44.9,8.6167,"1/1/2016 08:51:54 GMT",Turin,6830,688,35,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.38.*.*,Alessandria,12,Italy,Fastweb,44.9,8.6167,"1/1/2016 08:52:47 GMT",Turin,6892,748,36,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
95.140.*.*,Pessinetto,12,Italy,"ERRE ELLE NET S.A.S. Di Fausto Leonardi & C.",45.2833,7.4,"1/1/2016 08:53:14 GMT",Turin,6485,1684,11,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
80.116.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 08:54:14 GMT",Turin,6567,361,31,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
217.133.*.*,,,Italy,"Tiscali SpA",43.1479,12.1097,"1/1/2016 08:56:09 GMT",Turin,15947,805,59,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.41.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 08:56:25 GMT",Turin,14932,1004,30,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
217.19.*.*,Calamandrana,12,Italy,"Reti Telematiche Italiane S.p.A. (Retelit S.p.A.)",44.7377,8.3373,"1/1/2016 08:58:18 GMT",Turin,6833,1012,43,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
151.33.*.*,Turin,12,Italy,"Wind Telecomunicazioni",45.0705,7.6868,"1/1/2016 09:07:21 GMT",Turin,6547,449,21,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.249.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 09:14:24 GMT",Turin,9256,812,36,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.13.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 09:18:57 GMT",Turin,5502,677,25,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko"
82.48.*.*,Almese,12,Italy,"Telecom Italia",45.1167,7.3833,"1/1/2016 09:23:23 GMT",Turin,92687,19837,19,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.48.*.*,Almese,12,Italy,"Telecom Italia",45.1167,7.3833,"1/1/2016 09:24:12 GMT",Turin,58810,19771,19,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2.36.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 09:28:57 GMT",Turin,6676,517,39,"Safari 9.0.1","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7"
