CLIENT_IP,CLIENT_CITY,CLIENT_REGION,CLIENT_COUNTRY,ISP,CLIENT_LATITUDE,CLIENT_LONGITUDE,TEST_DATE,SERVER_NAME,DOWNLOAD_KBPS,UPLOAD_KBPS,LATENCY,CLIENT_BROWSER,CLIENT_OPERATING_SYSTEM,USER_AGENT
93.50.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 20:09:09 GMT",Turin,15404,8761,7,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Rubiana,12,Italy,"PSA S.r.l.",45.1333,7.3833,"1/1/2016 20:09:16 GMT",Turin,2047,890,37,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.0.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:12:14 GMT",Turin,27859,2962,15,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.50.*.*,Rivoli,12,Italy,"Telecom Italia",45.0621,7.5277,"1/1/2016 20:12:41 GMT",Turin,12799,889,29,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.20.*.*,Salassa,12,Italy,"Telecom Italia",45.3667,7.6833,"1/1/2016 20:13:59 GMT",Turin,2951,408,58,"Firefox 42.0","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
151.32.*.*,Turin,12,Italy,"Wind Telecomunicazioni",45.0705,7.6868,"1/1/2016 20:14:20 GMT",Turin,6177,188,27,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.17.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:16:19 GMT",Turin,88535,20348,20,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/1/2016 20:16:28 GMT",Turin,63127,30963,11,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
79.17.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:17:03 GMT",Turin,90938,20394,19,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
176.65.*.*,Turin,12,Italy,"Elsynet S.r.l.",45.0705,7.6868,"1/1/2016 20:17:41 GMT",Turin,5440,1270,40,"Chrome 11.0.696.60","Windows Vista","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
195.32.*.*,Aramengo,12,Italy,"Officine Informatiche Srl",45.1009,8,"1/1/2016 20:17:50 GMT",Turin,2032,902,82,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:43.0) Gecko/20100101 Firefox/43.0"
176.65.*.*,Turin,12,Italy,"Elsynet S.r.l.",45.0705,7.6868,"1/1/2016 20:18:34 GMT",Turin,5376,1287,33,"Chrome 11.0.696.60","Windows Vista","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
176.65.*.*,Turin,12,Italy,"Elsynet S.r.l.",45.0705,7.6868,"1/1/2016 20:19:15 GMT",Turin,5183,1272,35,"Chrome 11.0.696.60","Windows Vista","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 20:20:48 GMT",Turin,12932,814,39,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.2.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:22:02 GMT",Turin,932,321,255,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
178.255.*.*,Cravanzana,12,Italy,"PSA S.r.l.",44.5833,8.1333,"1/1/2016 20:24:02 GMT",Turin,4450,2557,18,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
93.71.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 20:24:54 GMT",Turin,62566,19305,11,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:25:11 GMT",Turin,6501,639,29,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.24.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:27:02 GMT",Turin,13222,891,34,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:29:18 GMT",Turin,6913,403,39,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.9.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:32:00 GMT",Turin,12736,708,33,"Chrome 47.0.2526.106","Linux ","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.9.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 20:32:51 GMT",Turin,774,393,43,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
87.9.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 20:34:13 GMT",Turin,692,289,45,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
185.73.*.*,Cumiana,12,Italy,"FENICE SRL",44.9833,7.3667,"1/1/2016 20:34:38 GMT",Turin,2696,456,29,"Firefox 43.0","Linux ubuntu","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:43.0) Gecko/20100101 Firefox/43.0"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:36:13 GMT",Turin,3724,129,363,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
79.41.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:36:14 GMT",Turin,1783,381,105,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
80.183.*.*,Caluso,12,Italy,"Telecom Italia",45.2853,7.8934,"1/1/2016 20:38:52 GMT",Turin,6338,424,48,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
5.170.*.*,,,Italy,"Telecom Italia Mobile",43.1479,12.1097,"1/1/2016 20:41:16 GMT",Turin,4222,2443,48,"Safari 5.0.6","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3"
87.9.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 20:41:51 GMT",Turin,1192,343,41,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
2.238.*.*,Novara,12,Italy,Fastweb,45.4667,8.6333,"1/1/2016 20:42:33 GMT",Turin,9528,324,16,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
85.159.*.*,Grugliasco,12,Italy,"B.B.Bell SPA",45.0445,7.6141,"1/1/2016 20:42:36 GMT",Turin,4530,5587,10,"unknown unknown"," ",Python-urllib/2.7
77.108.*.*,Roccabruna,12,Italy,"B.B.Bell SPA",44.4745,7.3437,"1/1/2016 20:43:54 GMT",Turin,3011,3669,18,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
95.236.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:44:24 GMT",Turin,6959,412,43,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:45:39 GMT",Turin,29151,2881,17,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.237.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:46:26 GMT",Turin,1212,410,48,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.9.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 20:48:52 GMT",Turin,9570,773,27,"Firefox 40.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 20:48:53 GMT",Turin,129,79,1419,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 20:50:49 GMT",Turin,252,365,73,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.33.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 20:50:49 GMT",Turin,19970,10012,22,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.21.*.*,"Varallo Pombia",12,Italy,"Telecom Italia",45.6667,8.6333,"1/1/2016 20:52:30 GMT",Turin,9451,803,28,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.38.*.*,Asti,12,Italy,Fastweb,44.9016,8.2075,"1/1/2016 20:54:38 GMT",Turin,21716,9035,8,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
188.152.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 20:54:52 GMT",Turin,24014,2984,16,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 20:55:33 GMT",Turin,291,231,53,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.9.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 20:58:39 GMT",Turin,1100,376,62,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 21:00:02 GMT",Turin,4895,67,566,"Chrome 46.0.2486.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586"
87.9.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 21:00:10 GMT",Turin,1339,385,43,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
87.9.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/1/2016 21:01:29 GMT",Turin,1370,403,42,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
79.35.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:01:36 GMT",Turin,28611,3022,18,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.226.*.*,Santena,12,Italy,"Telecom Italia Business",44.9462,7.773,"1/1/2016 21:02:47 GMT",Turin,13627,903,50,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
79.31.*.*,Nichelino,12,Italy,"Telecom Italia",45.0003,7.6531,"1/1/2016 21:05:45 GMT",Turin,5106,405,31,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.236.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:05:54 GMT",Turin,1075,394,53,"Firefox 43.0","Linux ubuntu","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:43.0) Gecko/20100101 Firefox/43.0"
82.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:06:24 GMT",Turin,12876,992,29,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
82.50.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:06:31 GMT",Turin,28004,3002,16,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.31.*.*,Nichelino,12,Italy,"Telecom Italia",45.0003,7.6531,"1/1/2016 21:06:49 GMT",Turin,5012,430,31,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.39.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 21:07:03 GMT",Turin,20162,10086,22,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.38.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/1/2016 21:07:23 GMT",Turin,20005,9934,23,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
83.197.*.*,Cagnes-sur-mer,B8,France,Orange,43.6646,7.1534,"1/1/2016 21:08:39 GMT",Turin,9500,73471,41,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; rv:43.0) Gecko/20100101 Firefox/43.0"
87.13.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:09:25 GMT",Turin,6543,105,34,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.35.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:10:06 GMT",Turin,28850,2936,14,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.60.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:10:12 GMT",Turin,5617,354,38,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
188.11.*.*,"San Salvatore Monferrato",12,Italy,"Telecom Italia Business",44.9949,8.5664,"1/1/2016 21:10:54 GMT",Turin,6097,891,27,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.71.*.*,Airasca,12,Italy,"Vodafone Italia DSL",44.9172,7.4832,"1/1/2016 21:11:03 GMT",Turin,3771,500,55,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
188.11.*.*,"San Salvatore Monferrato",12,Italy,"Telecom Italia Business",44.9949,8.5664,"1/1/2016 21:11:39 GMT",Turin,7624,908,28,"Chrome 47.0.2526.106","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.50.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:12:50 GMT",Turin,1828,350,46,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:13:04 GMT",Turin,2932,2917,30,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.31.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:13:14 GMT",Turin,1731,878,43,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0"
94.247.*.*,Asti,12,Italy,"Iccom S.r.l.",44.9016,8.2075,"1/1/2016 21:13:46 GMT",Turin,1269,361,29,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.9.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:13:47 GMT",Turin,101,723,1330,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.9.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:14:06 GMT",Turin,5719,395,34,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/1/2016 21:14:43 GMT",Turin,239,348,957,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.252.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:14:48 GMT",Turin,907,331,52,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
151.60.*.*,Sangano,12,Italy,"Wind Telecomunicazioni",45.0151,7.4775,"1/1/2016 21:14:56 GMT",Turin,5673,469,43,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
79.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:16:12 GMT",Turin,871,2573,30,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.31.*.*,"Rocca Canavese",12,Italy,"Telecom Italia",45.3167,7.5667,"1/1/2016 21:18:43 GMT",Turin,921,245,42,"Chrome 42.0.2311.135","Windows ","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240"
95.237.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:18:59 GMT",Turin,8475,786,33,"Internet Explorer 7.0","Windows 7","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)"
79.36.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:19:12 GMT",Turin,19409,2979,21,"Chrome 47.0.2526.73","Linux ubuntu","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/47.0.2526.73 Chrome/47.0.2526.73 Safari/537.36"
80.116.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:20:01 GMT",Turin,11595,994,34,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
79.25.*.*,Bruino,12,Italy,"Telecom Italia",45.0151,7.4775,"1/1/2016 21:20:22 GMT",Turin,3257,234,53,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.50.*.*,Moncalieri,12,Italy,Fastweb,45,7.6833,"1/1/2016 21:20:48 GMT",Turin,4212,262,143,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.40.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:21:18 GMT",Turin,6761,347,36,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; managedpc; rv:11.0) like Gecko"
82.58.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:21:57 GMT",Turin,6792,412,40,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
87.9.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:23:00 GMT",Turin,4921,191,127,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.252.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:23:27 GMT",Turin,6998,377,41,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
79.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:23:29 GMT",Turin,28999,3006,19,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.0.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:24:05 GMT",Turin,18264,957,32,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
79.17.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:25:00 GMT",Turin,93335,20402,18,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
80.117.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:25:32 GMT",Turin,17877,985,35,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
79.20.*.*,Alba,12,Italy,"Telecom Italia",44.7,8.0333,"1/1/2016 21:26:57 GMT",Turin,731,368,133,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
95.252.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:27:23 GMT",Turin,6913,425,40,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko"
79.45.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/1/2016 21:27:57 GMT",Turin,7926,910,35,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
95.232.*.*,Nichelino,12,Italy,"Telecom Italia",45.0003,7.6531,"1/1/2016 21:28:20 GMT",Turin,4653,372,119,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
